,region,yearweek,max_wind,min_wind,avg_wind,max_rain,min_rain,avg_rain,max_snow,min_snow,avg_snow,max_tempmax,min_tempmax,avg_tempmax,max_tempmin,min_tempmin,avg_tempmin
17,Boston,201117,8.2,2.6,4.557142857142857,0.8,0.0,0.15714285714285717,0.0,0.0,0.0,25.6,12.2,17.942857142857143,16.7,7.8,10.242857142857144
18,Boston,201118,6.8,3.4,4.728571428571429,9.4,0.0,2.685714285714286,0.0,0.0,0.0,22.2,13.9,18.728571428571428,12.2,6.7,9.128571428571428
19,Boston,201119,8.4,3.3,5.414285714285714,27.2,0.0,3.9714285714285715,0.0,0.0,0.0,20.0,13.9,15.957142857142857,11.1,7.2,9.442857142857141
20,Boston,201120,6.4,2.3,4.357142857142857,12.7,0.0,4.085714285714285,0.0,0.0,0.0,18.3,10.0,13.585714285714285,10.6,8.9,9.614285714285714
21,Boston,201121,5.2,3.6,4.5285714285714285,4.3,0.0,1.0142857142857142,0.0,0.0,0.0,30.6,18.3,25.785714285714285,19.4,10.6,15.957142857142857
22,Boston,201122,7.7,3.3,5.028571428571429,14.2,0.0,2.0285714285714285,0.0,0.0,0.0,30.6,17.2,23.185714285714287,17.8,9.4,14.371428571428572
23,Boston,201123,5.6,2.6,4.0,18.0,0.0,5.628571428571428,0.0,0.0,0.0,33.3,14.4,24.02857142857143,21.1,11.7,15.257142857142858
24,Boston,201124,5.1,2.7,4.3,1.8,0.0,0.7285714285714285,0.0,0.0,0.0,31.7,15.6,23.514285714285712,19.4,12.2,15.785714285714286
25,Boston,201125,6.4,2.4,3.8428571428571425,46.2,0.0,8.242857142857144,0.0,0.0,0.0,28.3,16.1,21.485714285714288,18.3,12.2,15.62857142857143
26,Boston,201126,5.4,3.2,4.057142857142858,4.6,0.0,0.7714285714285714,0.0,0.0,0.0,29.4,24.4,26.82857142857143,20.0,18.3,19.04285714285714
27,Boston,201127,4.9,2.8,3.7285714285714286,7.4,0.0,1.4857142857142858,0.0,0.0,0.0,33.3,23.9,30.228571428571428,21.7,18.9,20.314285714285713
28,Boston,201128,6.0,3.7,4.742857142857143,18.3,0.0,4.242857142857143,0.0,0.0,0.0,35.0,22.8,30.24285714285714,25.0,17.2,19.914285714285715
29,Boston,201129,7.8,3.1,4.714285714285714,2.8,0.0,0.4714285714285714,0.0,0.0,0.0,39.4,28.9,33.17142857142857,27.2,19.4,22.52857142857143
30,Boston,201130,5.4,3.1,3.8857142857142857,3.8,0.0,1.0999999999999999,0.0,0.0,0.0,32.8,23.3,27.47142857142857,22.8,17.2,19.75714285714286
31,Boston,201131,4.3,3.0,3.8,26.9,0.0,6.014285714285713,0.0,0.0,0.0,33.9,23.3,27.842857142857145,22.2,18.3,20.142857142857142
32,Boston,201132,5.0,2.0,3.514285714285714,30.7,0.0,8.157142857142857,0.0,0.0,0.0,28.3,24.4,26.514285714285712,21.1,17.8,19.2
33,Boston,201133,6.3,3.2,4.457142857142857,36.3,0.0,5.3428571428571425,0.0,0.0,0.0,31.1,20.6,27.7,22.2,16.7,19.599999999999998
34,Boston,201134,12.1,2.6,5.714285714285714,23.1,0.0,8.571428571428571,0.0,0.0,0.0,30.6,24.4,27.142857142857142,21.1,17.2,19.514285714285712
35,Boston,201135,5.2,2.7,3.6714285714285713,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,25.714285714285715,20.0,15.6,16.928571428571427
36,Boston,201136,6.1,2.8,4.242857142857143,29.7,0.0,7.8,0.0,0.0,0.0,30.6,17.2,22.7,20.6,13.3,15.557142857142859
37,Boston,201137,5.1,3.1,4.285714285714286,2.0,0.0,0.39999999999999997,0.0,0.0,0.0,30.0,16.7,24.2,20.0,8.9,13.828571428571427
38,Boston,201138,4.1,1.7,3.0,11.9,0.0,3.914285714285714,0.0,0.0,0.0,26.7,18.3,22.785714285714285,20.0,10.6,16.185714285714287
